config_id,overall_MAPE,overall_NMSE,runtime_sec,s0_MAPE,s0_NMSE
0,0,0,0.015821660000000001,0,0
1,0.00064589882528814078,3.5242422245644524e-07,0.010136965,0.00064589882528814078,3.5242422245644524e-07
2,0.0019440503037997544,2.4708435333808976e-06,0.0094964809999999993,0.0019440503037997544,2.4708435333808976e-06
3,0.0045140177042396305,1.2329682484394541e-05,0.0093497760000000006,0.0045140177042396305,1.2329682484394541e-05
4,0.0096885299496058848,5.4794143312290946e-05,0.0093194769999999996,0.0096885299496058848,5.4794143312290946e-05
5,0.020059954529285745,0.00023045330900626311,0.0093287849999999992,0.020059954529285745,0.00023045330900626311
6,0.040870405793801849,0.00094670432933602105,0.0093361989999999999,0.040870405793801849,0.00094670432933602105
7,0.082232123954128045,0.0038127139226961618,0.0092016979999999995,0.082232123954128045,0.0038127139226961618
8,0.16387924344090404,0.015354851656042065,0.0089111339999999994,0.16387924344090404,0.015354851656042065
