config_id,overall_MAPE,overall_NMSE,runtime_sec,s0_MAPE,s0_NMSE,s1_MAPE,s1_NMSE
0,0,0,0.53569118999999998,0,0,0,0
1,0.00098886312290052589,2.2735881522485389e-06,0.53797920700000001,0,0,0.00038933580010956355,1.3082085420288639e-08
2,0.0029698669833722398,2.027727904599877e-05,0.53826215799999999,0,0,0.0011416362040177295,9.1300779360211928e-08
3,0.0069567838116551071,0.0001108273192904935,0.54268485499999997,0,0,0.0025568504085678729,4.5901980635861821e-07
4,0.014825142439202816,0.00050292863224386971,0.53692653400000001,0,0,0.0049603428876978497,2.0305709533955479e-06
5,0.030386455771498486,0.0021143004556573568,0.53921328899999998,0,0,0.009736247895320892,8.5384461797951524e-06
6,0.060646479550388176,0.0084335063146171677,0.53790222200000004,0,0,0.018519262146420523,3.5096941549337389e-05
7,0.11899386919165478,0.032496832579508021,0.53765479100000002,0,0,0.03494145227395469,0.0001423265660477032
8,0.22701392301864659,0.11865966525184525,0.538715053,0,0,0.064610426875406787,0.00057183646063555167
9,0.38967001116973971,0.35286919698461539,0.537819092,0,0,0.11520809326735686,0.0022586531439395419
10,0.47499999999999998,0.52885436442590328,0.53734340800000002,0,0,0.19963179341196224,0.008946087076580388
11,0.0011097851688522183,2.0620350513698045e-06,0.53898003100000003,0.0004531598237368479,1.7019243373767343e-08,0,0
12,0.0020986482917527494,4.3356232036183434e-06,0.536315502,0.0004531598237368479,1.7019243373767343e-08,0.00038933580010956355,1.3082085420288639e-08
13,0.0040796521522244531,2.2339314097368575e-05,0.53839567600000005,0.0004531598237368479,1.7019243373767343e-08,0.0011416362040177295,9.1300779360211928e-08
14,0.0080665689805073226,0.0001128893543418633,0.54011902700000003,0.0004531598237368479,1.7019243373767343e-08,0.0025568504085678729,4.5901980635861821e-07
15,0.015934927608055063,0.00050499066729523955,0.53958951799999999,0.0004531598237368479,1.7019243373767343e-08,0.0049603428876978497,2.0305709533955479e-06
16,0.03149624094035073,0.0021163624907087268,0.53912900399999997,0.0004531598237368479,1.7019243373767343e-08,0.009736247895320892,8.5384461797951524e-06
17,0.061756264719240381,0.0084355683496685381,0.53866792900000005,0.0004531598237368479,1.7019243373767343e-08,0.018519262146420523,3.5096941549337389e-05
18,0.12010365436050688,0.03249889461455939,0.53893973799999995,0.0004531598237368479,1.7019243373767343e-08,0.03494145227395469,0.0001423265660477032
19,0.22812370818749883,0.11866172728689663,0.53806971800000003,0.0004531598237368479,1.7019243373767343e-08,0.064610426875406787,0.00057183646063555167
20,0.39077979633859206,0.35287125901966676,0.53222541800000001,0.0004531598237368479,1.7019243373767343e-08,0.11520809326735686,0.0022586531439395419
21,0.47610978516885238,0.52885642646095465,0.53071533400000004,0.0004531598237368479,1.7019243373767343e-08,0.19963179341196224,0.008946087076580388
22,0.0033380805827431781,1.847992113813748e-05,0.53185103199999995,0.0012970652517507967,1.194790884819752e-07,0,0
23,0.004326943705643709,2.0753509290386017e-05,0.53250919200000002,0.0012970652517507967,1.194790884819752e-07,0.00038933580010956355,1.3082085420288639e-08
24,0.0063079475661154006,3.8757200184136251e-05,0.53234428199999995,0.0012970652517507967,1.194790884819752e-07,0.0011416362040177295,9.1300779360211928e-08
25,0.010294864394398306,0.00012930724042863097,0.53135578100000003,0.0012970652517507967,1.194790884819752e-07,0.0025568504085678729,4.5901980635861821e-07
26,0.018163223021945972,0.00052140855338200722,0.53212202200000003,0.0012970652517507967,1.194790884819752e-07,0.0049603428876978497,2.0305709533955479e-06
27,0.03372453635424167,0.0021327803767954945,0.53194878599999995,0.0012970652517507967,1.194790884819752e-07,0.009736247895320892,8.5384461797951524e-06
28,0.063984560133131418,0.0084519862357553058,0.53143875500000004,0.0012970652517507967,1.194790884819752e-07,0.018519262146420523,3.5096941549337389e-05
29,0.12233194977439815,0.032515312500646154,0.53066609300000001,0.0012970652517507967,1.194790884819752e-07,0.03494145227395469,0.0001423265660477032
30,0.23035200360138933,0.11867814517298339,0.53112836399999996,0.0012970652517507967,1.194790884819752e-07,0.064610426875406787,0.00057183646063555167
31,0.39300809175248314,0.35288767690575351,0.53044221999999996,0.0012970652517507967,1.194790884819752e-07,0.11520809326735686,0.0022586531439395419
32,0.47833808058274335,0.5288728443470414,0.529492776,0.0012970652517507967,1.194790884819752e-07,0.19963179341196224,0.008946087076580388
33,0.0077721270783003525,9.9866432623115265e-05,0.53262155700000002,0.0028427919687580455,6.0075800768148561e-07,0,0
34,0.008760990201200889,0.0001021400207753638,0.53258290399999997,0.0028427919687580455,6.0075800768148561e-07,0.00038933580010956355,1.3082085420288639e-08
35,0.010741994061672606,0.00012014371166911403,0.53304570299999998,0.0028427919687580455,6.0075800768148561e-07,0.0011416362040177295,9.1300779360211928e-08
36,0.014728910889955458,0.00021069375191360877,0.53213553499999999,0.0028427919687580455,6.0075800768148561e-07,0.0025568504085678729,4.5901980635861821e-07
37,0.022597269517503116,0.00060279506486698498,0.53154080000000004,0.0028427919687580455,6.0075800768148561e-07,0.0049603428876978497,2.0305709533955479e-06
38,0.038158582849798756,0.0022141668882804722,0.53128356099999996,0.0028427919687580455,6.0075800768148561e-07,0.009736247895320892,8.5384461797951524e-06
39,0.068418606628688566,0.0085333727472402827,0.53133220599999997,0.0028427919687580455,6.0075800768148561e-07,0.018519262146420523,3.5096941549337389e-05
40,0.12676599626995519,0.032596699012131136,0.53010573299999997,0.0028427919687580455,6.0075800768148561e-07,0.03494145227395469,0.0001423265660477032
41,0.23478605009694661,0.11875953168446837,0.52994708499999998,0.0028427919687580455,6.0075800768148561e-07,0.064610426875406787,0.00057183646063555167
42,0.3974421382480397,0.35296906341723849,0.52960815800000005,0.0028427919687580455,6.0075800768148561e-07,0.11520809326735686,0.0022586531439395419
43,0.48277212707830003,0.52895423085852644,0.52715509999999999,0.0028427919687580455,6.0075800768148561e-07,0.19963179341196224,0.008946087076580388
44,0.016560572129137294,0.00045358566130382111,0.53284078199999996,0.0056359213564813647,2.6481837876796805e-06,0,0
45,0.017549435252037827,0.00045585924945606965,0.53240733100000004,0.0056359213564813647,2.6481837876796805e-06,0.00038933580010956355,1.3082085420288639e-08
46,0.01953043911250954,0.00047386294034981985,0.53282181699999998,0.0056359213564813647,2.6481837876796805e-06,0.0011416362040177295,9.1300779360211928e-08
47,0.023517355940792496,0.00056441298059431455,0.53217100299999998,0.0056359213564813647,2.6481837876796805e-06,0.0025568504085678729,4.5901980635861821e-07
48,0.031385714568340141,0.00095651429354769082,0.53205306399999996,0.0056359213564813647,2.6481837876796805e-06,0.0049603428876978497,2.0305709533955479e-06
49,0.046947027900635756,0.0025678861169611778,0.53069835200000004,0.0056359213564813647,2.6481837876796805e-06,0.009736247895320892,8.5384461797951524e-06
50,0.077207051679525421,0.0088870919759209896,0.53043612200000001,0.0056359213564813647,2.6481837876796805e-06,0.018519262146420523,3.5096941549337389e-05
51,0.13555444132079181,0.032950418240811838,0.52926505700000004,0.0056359213564813647,2.6481837876796805e-06,0.03494145227395469,0.0001423265660477032
52,0.24357449514778426,0.11911325091314907,0.52916244800000001,0.0056359213564813647,2.6481837876796805e-06,0.064610426875406787,0.00057183646063555167
53,0.40623058329887812,0.35332278264591921,0.52745719400000002,0.0056359213564813647,2.6481837876796805e-06,0.11520809326735686,0.0022586531439395419
54,0.49156057212913778,0.5293079500872071,0.52327571699999997,0.0056359213564813647,2.6481837876796805e-06,0.19963179341196224,0.008946087076580388
55,0.033992299752577185,0.0019100846225382014,0.53219488400000003,0.010702741458137941,1.1150956279907059e-05,0,0
56,0.034981162875477742,0.0019123582106904497,0.53264344799999996,0.010702741458137941,1.1150956279907059e-05,0.00038933580010956355,1.3082085420288639e-08
57,0.03696216673594941,0.0019303619015842001,0.53258430300000004,0.010702741458137941,1.1150956279907059e-05,0.0011416362040177295,9.1300779360211928e-08
58,0.040949083564232269,0.0020209119418286947,0.53104806800000004,0.010702741458137941,1.1150956279907059e-05,0.0025568504085678729,4.5901980635861821e-07
59,0.048817442191780067,0.0024130132547820712,0.53094048900000002,0.010702741458137941,1.1150956279907059e-05,0.0049603428876978497,2.0305709533955479e-06
60,0.064378755524075654,0.0040243850781955578,0.53069226800000002,0.010702741458137941,1.1150956279907059e-05,0.009736247895320892,8.5384461797951524e-06
61,0.094638779302965492,0.010343590937155369,0.52899034,0.010702741458137941,1.1150956279907059e-05,0.018519262146420523,3.5096941549337389e-05
62,0.15298616894423206,0.034406917202046222,0.52708939600000004,0.010702741458137941,1.1150956279907059e-05,0.03494145227395469,0.0001423265660477032
63,0.26100622277122387,0.12056974987438346,0.525374012,0.010702741458137941,1.1150956279907059e-05,0.064610426875406787,0.00057183646063555167
64,0.42366231092231688,0.35477928160715361,0.52153867799999998,0.010702741458137941,1.1150956279907059e-05,0.11520809326735686,0.0022586531439395419
65,0.50899229975257732,0.53076444904844144,0.51533600099999999,0.010702741458137941,1.1150956279907059e-05,0.19963179341196224,0.008946087076580388
66,0.068163251079341319,0.0076818193750784018,0.53209905599999996,0.020113713291475144,4.5599367969331873e-05,0,0
67,0.069152114202241793,0.0076840929632306506,0.53118017100000003,0.020113713291475144,4.5599367969331873e-05,0.00038933580010956355,1.3082085420288639e-08
68,0.071133118062713482,0.0077020966541244008,0.53100208599999998,0.020113713291475144,4.5599367969331873e-05,0.0011416362040177295,9.1300779360211928e-08
