config_id,overall_MAPE,overall_NMSE,runtime_sec,s0_MAPE,s0_NMSE,s1_MAPE,s1_NMSE,s2_MAPE,s2_NMSE,s3_MAPE,s3_NMSE,s4_MAPE,s4_NMSE,s5_MAPE,s5_NMSE
187,0.073566577304126468,0.018363036963766746,0.30343439500000002,0,0,0,0,0.033822280134755418,0.00028442848457030151,0.47482662605450138,0.11335792934693111,0,0,0,0
188,0.12608306788064272,0.071588991105641597,0.30313468900000001,0,0,0,0,0.033822280134755418,0.00028442848457030151,0.85624313354492188,1,0,0,0,0
189,0.12608306788064272,0.071588991105641597,0.30283260099999998,0,0,0,0,0.033822280134755418,0.00028442848457030151,0.85624313354492188,1,0,0,0,0
190,0.12608306788064272,0.071588991105641597,0.30358694000000003,0,0,0,0,0.033822280134755418,0.00028442848457030151,0.85624313354492188,1,0,0,0,0
191,0.12608306788064272,0.071588991105641597,0.30266973000000003,0,0,0,0,0.033822280134755418,0.00028442848457030151,0.85624313354492188,1,0,0,0,0
192,0,0,0.30415413800000002,0,0,0,0,0.064301081919963615,0.0011434775053933504,0,0,0,0,0,0
193,0.00034336118052734886,1.4211970444972308e-05,0.30391292800000003,0,0,0,0,0.064301081919963615,0.0011434775053933504,0.0025776564298912751,7.178637923836913e-07,0,0,0,0
194,0.12608306788064272,0.071588991105641597,0.30254066400000001,0,0,0,0,0.064301081919963615,0.0011434775053933504,0.85308566139946485,0.97279883917648646,0,0,0,0
195,0.12608306788064272,0.071588991105641597,0.30294020999999999,0,0,0,0,0.064301081919963615,0.0011434775053933504,0.85624313354492188,1,0,0,0,0
196,0.12608306788064272,0.071588991105641597,0.302625959,0,0,0,0,0.064301081919963615,0.0011434775053933504,0.85624313354492188,1,0,0,0,0
197,0.12608306788064272,0.071588991105641597,0.30275392499999998,0,0,0,0,0.064301081919963615,0.0011434775053933504,0.85624313354492188,1,0,0,0,0
198,0,0,0.30387688899999998,0,0,0,0,0.12074096984968002,0.0045738414776371689,0,0,0,0,0,0
199,0.0024508220406699514,0.00011775269826788857,0.30252774199999999,0,0,0,0,0.12074096984968002,0.0045738414776371689,0.014981183407215215,2.5095647377126372e-05,0,0,0,0
200,0.004960976184680636,0.00026168408903474424,0.30310941899999999,0,0,0,0,0.12074096984968002,0.0045738414776371689,0.029349513899250026,0.00011093713019455803,0,0,0,0
201,0.12608306788064272,0.071588991105641597,0.30305322000000001,0,0,0,0,0.12074096984968002,0.0045738414776371689,0.85624313354492188,1,0,0,0,0
202,0.12608306788064272,0.071588991105641597,0.30266278400000002,0,0,0,0,0.12074096984968002,0.0045738414776371689,0.85624313354492188,1,0,0,0,0
203,0.12608306788064272,0.071588991105641597,0.30323521199999998,0,0,0,0,0.12074096984968002,0.0045738414776371689,0.85624313354492188,1,0,0,0,0
204,0.12608306788064272,0.071588991105641597,0.303807088,0,0,0,0,0.12074096984968002,0.0045738414776371689,0.85624313354492188,1,0,0,0,0
205,0.12608306788064272,0.071588991105641597,0.30283500600000002,0,0,0,0,0.12074096984968002,0.0045738414776371689,0.85624313354492188,1,0,0,0,0
206,0.12608306788064272,0.071588991105641597,0.30108984700000002,0,0,0,0,0.12074096984968002,0.0045738414776371689,0.85624313354492188,1,0,0,0,0
207,0.12608306788064272,0.071588991105641597,0.30081956500000001,0,0,0,0,0.12074096984968002,0.0045738414776371689,0.85624313354492188,1,0,0,0,0
208,0.12608306788064272,0.071588991105641597,0.30085780299999998,0,0,0,0,0.12074096984968002,0.0045738414776371689,0.85624313354492188,1,0,0,0,0
209,0.043871330275814482,0.021158511748397234,0.30060988799999999,0,0,0,0,0.2422388505978256,0.018789844584028239,0,0,0,0,0,0
