config_id,overall_MAPE,overall_NMSE,runtime_sec,s0_MAPE,s0_NMSE,s1_MAPE,s1_NMSE,s2_MAPE,s2_NMSE
39,0.0089696072998914876,7.5897124354909544e-05,0.47699369800000002,0,0,0.0082544373065514005,3.0366291143224199e-06,0.017895703660261074,3.2209238392155289e-05
40,0.012230880016256659,0.00014693987320473745,0.477960155,0,0,0.0082544373065514005,3.0366291143224199e-06,0.033024180849732458,0.00013050766142434523
41,0.018797426215672264,0.00036674632573024002,0.493207799,0,0,0.0082544373065514005,3.0366291143224199e-06,0.0597191578797443,0.00052211512387918
42,0.031537944207482384,0.0010882655165951908,0.49947567799999998,0,0,0.0082544373065514005,3.0366291143224199e-06,0.10760173572793312,0.0020827036680258959
43,0.057083056634956747,0.0036833676713084866,0.49940169400000001,0,0,0.0082544373065514005,3.0366291143224199e-06,0.19115920506163295,0.0082403358316727199
44,0.012356666051327089,0.00014060762633380554,0.499129506,0,0,0.015279397859918326,1.3449920543001751e-05,0,0
45,0.012407418326101797,0.00014173042861188721,0.49912556800000002,0,0,0.015279397859918326,1.3449920543001751e-05,0.00044636213875484773,1.2123420541968759e-08
46,0.012509136424886309,0.00014398082897908721,0.50322407899999999,0,0,0.015279397859918326,1.3449920543001751e-05,0.0012207741926081306,8.5202409298701866e-08
47,0.012706955003047197,0.00014847341302779693,0.50259037600000001,0,0,0.015279397859918326,1.3449920543001751e-05,0.0025842092512702274,4.2273380854628752e-07
48,0.013105493577475088,0.00015782811791932691,0.50417091999999997,0,0,0.015279397859918326,1.3449920543001751e-05,0.0050978705580568481,1.8776802509906289e-06
49,0.013904584731028036,0.00017771644920274942,0.50547703099999997,0,0,0.015279397859918326,1.3449920543001751e-05,0.0096838115197718719,7.8781740840588525e-06
50,0.015489713246728215,0.0002217743508066114,0.50634595100000002,0,0,0.015279397859918326,1.3449920543001751e-05,0.017895703660261074,3.2209238392155289e-05
51,0.01863430004399903,0.00032682515487959173,0.50364245399999996,0,0,0.015279397859918326,1.3449920543001751e-05,0.033024180849732458,0.00013050766142434523
52,0.025199093837222051,0.00061886678012455538,0.506503127,0,0,0.015279397859918326,1.3449920543001751e-05,0.0597191578797443,0.00052211512387918
53,0.037989389343432087,0.0014880304929156885,0.50510373500000005,0,0,0.015279397859918326,1.3449920543001751e-05,0.10760173572793312,0.0020827036680258959
54,0.063368914274300456,0.0043671181665801695,0.50567404500000002,0,0,0.015279397859918326,1.3449920543001751e-05,0.19115920506163295,0.0082403358316727199
55,0.025147556882358816,0.00058178795680319056,0.503418217,0,0,0.027626122532480139,5.6284506996976423e-05,0,0
