config_id,overall_MAPE,overall_NMSE,runtime_sec,s0_MAPE,s0_NMSE,s1_MAPE,s1_NMSE,s2_MAPE,s2_NMSE,s3_MAPE,s3_NMSE,s4_MAPE,s4_NMSE,s5_MAPE,s5_NMSE,s6_MAPE,s6_NMSE,s7_MAPE,s7_NMSE,s8_MAPE,s8_NMSE,s9_MAPE,s9_NMSE,s10_MAPE,s10_NMSE,s11_MAPE,s11_NMSE,s12_MAPE,s12_NMSE,s13_MAPE,s13_NMSE,s14_MAPE,s14_NMSE,s15_MAPE,s15_NMSE,s16_MAPE,s16_NMSE,s17_MAPE,s17_NMSE,s18_MAPE,s18_NMSE,s19_MAPE,s19_NMSE,s20_MAPE,s20_NMSE,s21_MAPE,s21_NMSE,s22_MAPE,s22_NMSE,s23_MAPE,s23_NMSE,s24_MAPE,s24_NMSE,s25_MAPE,s25_NMSE,s26_MAPE,s26_NMSE,s27_MAPE,s27_NMSE,s28_MAPE,s28_NMSE,s29_MAPE,s29_NMSE,s30_MAPE,s30_NMSE,s31_MAPE,s31_NMSE
10,0.0051865440629184313,9.5066916885157189e-06,0.084998087999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040148468176951668,6.2241250969287943e-05,0.12582094183643916,0.00024252834702994351,0,0,0,0
11,0.00054076717780408205,4.6523964492004632e-07,0.085748722999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017304549689730626,1.4867376128515331e-05,0,0,0,0,0,0,0,0
12,0.00034548528357563214,1.173294796072483e-07,0.085973689000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01080916049443793,3.72168889114242e-06,0.00024636857998228112,1.4070896942050035e-09,0,0,0,0,0,0,0,0
13,0.0090562103258158555,0.00012202781553285371,0.085508406999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022044579916183013,1.4901243598532418e-05,0.26775415050992563,0.0038845609049570273,0,0,0,0,0,0,0,0
14,0.011059815318198499,3.8945471869398272e-05,0.085552091999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26193432850535509,0.00099501161641959925,0,0,0,0,0,0,0,0,0.071916713201398641,0.00024382811852874508,0.020063048475600077,1.5151087388275535e-05
15,0.00054213171500185357,1.2268280852044487e-07,0.085596918999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002019997970900808,2.1245208126349316e-07,0,0,0,0,0,0,0,0,0.0153282169091584,3.7107025499762746e-06,0,0,0,0
16,0.0048888674842331925,3.0512790790894165e-05,0.085202715999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14890970886156885,0.00096495793139676344,0.0075340506338938623,9.1141144901945624e-07,0,0,0,0,0,0,0,0,0,0,0,0
17,0.0094145780464891769,0.00012207489542866298,0.085320163000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2996297754531852,0.0038641110919198428,0.0016367220344676689,4.9182897636991171e-08,0,0,0,0,0,0,0,0,0,0,0,0
18,3.2754288657694466e-05,1.5129324232309243e-09,0.085163209000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010481372370462229,4.8446449129198859e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.00014994906684886455,2.8244863484663291e-08,0.084958572999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047983701391636656,9.0444445565434765e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.0058947831729561683,3.1145149822484105e-05,0.085363116000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018506665486652338,1.5191644698583416e-05,0,0,0,0,0.001232634518073684,4.8142881686747462e-08,0.0087273364433903475,3.6824229400169541e-06,0,0,0,0,0.0048193869154976839,9.1620527585790163e-07,0.15534703817098308,0.00097979558716611076
21,0.0044831358572285564,3.0163286101139767e-05,0.085363847000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00090066332425727338,9.76496482008583e-09,0.14243906601245734,0.00096586421643117656,0,0,0,0,0,0,0,0,0,0,0.00012061809459895751,1.4214427977762844e-09,0,0,0,0
22,0.013893944588261441,0.00015223813710524988,0.085181785999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00090066332425727338,9.76496482008583e-09,0.14243906601245734,0.00096586421643117656,0.2996297754531852,0.0038641110919198428,0.0016367220344676689,4.9182897636991171e-08,0,0,0,0,0,0,0,0,0,0,0,0
23,0.0026115703730259943,7.5971671431791202e-06,0.085998146999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045551626174488687,2.179226857569645e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015439851046065257,1.4067209105938954e-09,0.078860690808922426,0.0002436343870121505
24,0.01578153043429293,0.0001386804555696136,0.086004880000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045551626174488687,2.179226857569645e-07,0.072685776889912693,0.00024348767993318237,0.0091022368421029374,3.6664943186651876e-06,0,0,0.087774663881408449,0.00023739551914273916,0.26775415050992563,0.0038845609049570273,0,0,0.062982584646116405,6.1256224001522542e-05,0.00015439851046065257,1.4067209105938954e-09,0,0
25,0.0003012255696779189,2.865943442504575e-08,0.085677947000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096392182296934047,9.2458834068394677e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.0053445721394333266,3.0430346453376623e-05,0.085681413999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019766617451608282,3.7969417548137522e-06,0.00017229389714236342,1.3702500561813074e-09,0,0,0,0,0,0,0,0,0,0,0,0,0.14132762117073197,0.0009641534551299598,0.0097597759423839695,3.7177085374750397e-06
27,0.00065046108402045495,1.1920661127419573e-07,0.085662505999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019766617451608282,3.7969417548137522e-06,0.0010481372370462229,4.8446449129198859e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.0012357553294466,4.626457645304634e-07,0.085591138999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039544170542291202,1.4925517140626347e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,8.2269328831360952e-06,4.3918041354553801e-11,0.085383636999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026326185226035505,1.4174540159124606e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.00067834670786008286,1.4835422673518519e-07,0.085409716999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011895582524686945,3.861766231909688e-06,0.0096392182296934047,9.2458834068394677e-07,0.00017229389714236342,1.3702500561813074e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.0030086217081045229,7.6611979096155926e-06,0.085631908000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096275894659344732,0.00024726502842000657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.00075018325804648736,4.714366822864833e-07,0.085855139999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081523954096930835,9.7267433434125388e-09,0,0,0,0,0,0,0,0,0,0,0.022044579916183013,1.4901243598532418e-05,0.0011460448003351791,4.8932227846592008e-08,0,0,0,0,0,0,0,0
33,0.0059975232104459196,3.0261112538333447e-05,0.086160471000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081523954096930835,9.7267433434125388e-09,0.191105503193302,0.00097666696597226458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,6.5326182880285559e-05,1.5427030740516986e-09,0.085885358999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020904378521691379,4.8862743973947255e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.00025310657220256496,3.0517825166014483e-08,0.085396162999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020904378521691379,4.8862743973947255e-08,0.0060089724583129557,9.3517155829509497e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.00030484208097373249,2.867034188848815e-08,0.085485875000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097549465911594396,9.0808892450277492e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.0012797545480232784,4.7335888474512506e-07,0.085252363999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040284548729435744,1.4983258833959962e-05,0.0006675968073093394,9.8381850120152e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.0034748522878143974,2.4797727074480247e-06,0.085191195999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080764990927369343,5.9878584658721479e-05,0,0,0,0,0,0,0.0091022368421029374,3.6664943186651876e-06,0,0,0.002478008415551439,2.1175053349044113e-07,0.017304549689730626,1.4867376128515331e-05,0,0,0.0015454873353068154,4.9034607132332559e-08,0,0,0,0
39,0.0030156131660916304,2.0053195831758115e-06,0.085493862000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080764990927369343,5.9878584658721479e-05,0.00026326185226035505,1.4174540159124606e-09,0,0,0,0,0,0,0.015471368535302633,3.7035527828109617e-06,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0090765181762789103,3.262971837822369e-05,0.085818479000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080764990927369343,5.9878584658721479e-05,0.191105503193302,0.00097666696597226458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018578087520251974,1.5275343127992177e-05,0,0
41,0.0058128932342853198,8.1486718292883688e-06,0.086229264999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16185130393485059,0.00024324470167926855,0.02416127956227947,1.5133987414274445e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.01438335753844934,9.1020917364121237e-05,0.086097650999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039006513694467293,9.8692273300118317e-09,0.1344521275471747,0.00096956027131741933,0.00026404172467037347,1.3910363223097299e-09,0.191105503193302,0.00097666696597226458,0,0,0,0,0,0,0,0,0.00024819222799369879,1.3972049125918421e-09,0.13380751140029656,0.00096480502605702156,0,0,0,0,0,0,0,0
43,0.0091284717550433273,0.0001219501512580122,0.086175071000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039006513694467293,9.8692273300118317e-09,0.27165614979005492,0.0038642615314270577,0.020064881234386552,3.7044077283475763e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.00015447464986914007,3.0029775124427568e-08,0.085567123999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010109580063825958,4.9228652572645867e-08,0.0039322307894298766,9.0419286356765957e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
