config_id,overall_MAPE,overall_NMSE,runtime_sec,s0_MAPE,s0_NMSE,s1_MAPE,s1_NMSE,s2_MAPE,s2_NMSE,s3_MAPE,s3_NMSE,s4_MAPE,s4_NMSE
1764,2.1050742676448317,0.57840577741792709,0.015040873,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0,0,0.00059882329038815337,6.6185493683973793e-09,0.0025502881807835864,9.853245885274214e-08
1765,2.034066100728074,0.57599825063818644,0.015051224,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0,0,0.0036204138554804133,2.2943610162988871e-07,0.095166505640853619,0.00012474732005306627
1766,2.0952554588119292,0.57590851650904107,0.015054951,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0,0,0.0075661031970618185,1.0157051859989345e-06,0,0
1767,2.0569678316239663,0.56538297687233985,0.015134465,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0,0,0.032922391524293174,1.7197917793120815e-05,0.0055576717676975368,4.4941701671434056e-07
1768,2.1083685076199568,0.57851098606828788,0.015164384,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.000556248333386102,5.9346873038682533e-09,0,0,0,0
1769,2.066248583044997,0.57724692072618733,0.015093064999999999,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.000556248333386102,5.9346873038682533e-09,0.0016266125358492093,4.650168832398788e-08,0.048165930627978824,3.1024997526312467e-05
1770,1.7401929351544716,0.52034113062658283,0.015004543,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.000556248333386102,5.9346873038682533e-09,0.27149403570967562,0.0011467575667019995,0.0025502881807835864,9.853245885274214e-08
1771,1.9811415756253303,0.57414861015292384,0.014943826,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.0014914208778900066,4.0933148225877827e-08,0.00059882329038815337,6.6185493683973793e-09,0.19041559486652979,0.0004957115273660211
1772,1.9446911473885802,0.56134826069040922,0.014942232999999999,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.0032657381748219037,2.0747590606460765e-07,0.032922391524293174,1.7197917793120815e-05,0.19041559486652979,0.0004957115273660211
1773,2.1125714300252909,0.57868977650390807,0.015039992,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.0067340929936715345,9.2459189360104763e-07,0,0,0,0
1774,2.0720136033067216,0.57755775583864066,0.014945649,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.0067340929936715345,9.2459189360104763e-07,0,0,0.048165930627978824,3.1024997526312467e-05
1775,1.9804062344804243,0.57421012520364345,0.014976859,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.0067340929936715345,9.2459189360104763e-07,0.0036204138554804133,2.2943610162988871e-07,0.19041559486652979,0.0004957115273660211
1776,2.0252873418755559,0.55836182800689405,0.015019552,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.0067340929936715345,9.2459189360104763e-07,0.067329104785706195,7.0057662713197101e-05,0.0003441145397622694,2.8488482178333717e-09
1777,1.9656677487875771,0.5562587203928524,0.015025864999999999,0.13176089435020727,0.00044119738942117147,0.00054984026108467472,5.4234620717900624e-09,0.0067340929936715345,9.2459189360104763e-07,0.067329104785706195,7.0057662713197101e-05,0.095166505640853619,0.00012474732005306627
